0,0,5.3663,6.6123,-2.8341,3.5922,0.10086,2.6732,0.53263,1.9858,0.75024,-3.3694,-6.7097,-1.626,4.0382,6.1268,-4.1493,-0.028059,-1.8081,-2.5345,-0.97253,3.2551,0.75875,2.5922,-3.2473,2.0858,1.8435,5.0228,-0.51025,0.60424,-1.223,-3.4914,-2.5323,0.092154,1.7438,1.8169,2.6752,4.4151,-1.7864,0.51117,-8.0034,3.047,0.15527,2.0052,-4.4691,-2.0913,0.83484,-4.6187,4.9143,-4.4949,7.3163,-1.8588
0,1.1111,2.3227,0.286,1.6873,0.82035,3.4305,1.8699,3.4473,-3.7193,4.6202,7.0782,2.0153,0.61267,-4.9503,-2.3552,-5.1093,1.266,-5.5906,0.61171,-5.2628,3.0187,0.1626,2.9026,-3.0625,-1.4479,-4.2983,-1.0655,1.744,-0.58912,-5.3483,-3.3433,0.88831,-6.2525,0.31084,2.9065,-3.5117,-5.3242,-2.4674,-3.3361,0.58761,0.14849,2.6048,-4.8371,-2.6257,2.7149,0.2386,2.3949,7.1329,1.5374,-3.0664,-5.9625
0,2.2222,1.152,5.1054,0.2791,-2.093,-6.3308,-0.78142,0.64242,1.5836,-1.8559,-1.5402,0.25734,0.42902,8.2746,-2.3814,-0.14326,-4.9684,2.4189,5.8585,-0.5875,2.6778,-2.1332,-5.2991,-0.34692,-6.9302,1.449,4.2127,-0.047446,-3.6885,-3.7472,-2.6628,-4.5219,2.8876,-1.5397,-2.6815,-4.3416,1.2461,-4.9097,4.8573,4.2791,-2.5374,-4.0291,-6.6753,-0.37561,-2.8981,-2.0896,1.3599,-2.9039,3.4695,1.9649,4.0105
0,3.3333,-2.5314,2.7542,-3.6925,1.6141,0.50451,2.7085,1.0444,-1.9184,0.82303,-0.72473,1.0244,-0.11785,5.8094,0.05438,-2.2804,1.5658,3.2372,3.6207,-3.0976,0.49323,-5.0144,-0.629,1.939,4.0688,-2.0931,-0.38912,-1.4434,-3.7988,1.5146,0.56408,0.43916,0.35403,1.9112,-0.70769,0.61052,-2.4801,8.0756,-2.5178,2.4017,-1.7735,-0.68106,1.128,0.1801,-0.11351,2.619,-2.7939,4.56,-1.2116,-0.067732,-0.78683
0,4.4444,-4.6728,-3.117,-3.243,-0.47543,2.5923,-0.61634,0.44915,-0.30529,-5.5531,3.7002,-2.1406,1.6124,-2.707,-2.9374,-1.1308,-6.0983,2.3628e-05,-3.4994,1.9131,-6.1814,2.189,1.1026,-0.95506,-1.6713,3.4234,0.73666,3.6283,-0.94827,0.36924,-0.86297,0.20872,-0.91289,1.2077,-6.9319,1.7259,1.0193,3.2452,1.6578,0.84814,-0.000613,-1.4032,-0.54366,-0.8889,0.36853,-0.56529,3.1144,-0.34685,-3.2778,4.4645,0.83813
0,5.5556,2.9499,1.8667,0.2797,1.1422,-2.5555,1.247,-4.1946,-0.19094,1.6734,0.9959,-1.6412,-3.1184,-1.8075,-3.2571,0.8781,4.5372,3.502,2.8668,6.6736,0.24966,5.7115,0.73622,-4.9388,-0.71767,-1.9427,-1.7796,-6.9752,1.1011,5.4319,-3.3207,-2.8614,-1.0398,-6.1202,1.4476,-0.77389,0.46059,-8.6628,1.9749,2.6262,-0.96924,4.6,-1.8907,-7.1927,1.1474,5.9908,-3.7977,-5.269,7.1311,2.8732,-2.0749
0,6.6667,0.46049,-0.26172,2.8065,-1.2839,-0.064254,-3.2053,-4.3361,6.8987,2.3473,-1.2275,4.2417,2.5133,-2.2663,-1.4557,0.022711,7.1999,-0.81433,2.7962,-5.3817,1.9108,-2.1434,-2.6713,0.014423,1.6565,0.61986,0.75092,1.6767,0.81113,4.0947,0.75908,1.4804,-6.9291,-3.0279,5.191,-1.5934,3.6084,-5.6175,5.0449,-1.7215,-1.8159,0.3452,2.1859,0.43649,-3.0908,-2.1339,-7.3079,0.38777,3.4215,-0.39364,6.7246
0,7.7778,0.61716,5.9354,-0.74789,-2.9329,-3.0306,-2.4946,0.18962,-0.8473,5.3282,0.54022,4.522,-1.2293,4.3336,-3.2669,-5.2004,2.8946,-3.365,-1.3743,-2.6662,2.1118,-1.6768,1.281,2.2152,0.19043,2.7615,0.16273,-0.65071,3.929,1.9318,-3.2242,0.039467,4.6053,-3.496,1.1723,-1.7452,3.1647,1.8079,4.4567,-0.17526,4.3963,4.001,4.2624,2.1693,0.50112,-1.1409,-0.76771,0.60263,-3.541,3.9908,5.0626
0,8.8889,12.374,-1.9239,6.6475,-1.2773,3.2696,0.67157,1.7392,0.44564,-2.2207,0.062232,-1.5625,10.051,-1.3927,-2.9747,1.7427,0.80803,6.3406,-5.8764,4.0934,4.3122,1.0631,6.4855,3.8381,5.3055,0.82484,2.4188,4.5285,2.4399,-2.7739,1.1244,-2.9334,-0.61092,2.7017,4.573,-1.6251,1.4891,4.3875,-5.039,3.3848,-0.9272,0.64234,-0.95647,2.3274,6.1631,-4.5697,6.5412,3.7453,1.2711,6.9025,-4.6887
0,10,5.8141,-1.2672,3.4005,8.0424,3.1211,6.0715,4.2441,7.7552,2.2613,1.7063,-0.34812,5.782,2.5781,8.6594,5.4681,9.7828,2.679,6.9226,7.473,1.6235,1.7335,3.3428,5.8502,10.824,-2.1667,2.6291,3.5601,6.0514,5.9376,6.6968,3.1463,0.3988,5.8705,3.4878,2.2415,2.0215,5.4693,3.4218,8.4065,8.3475,3.9064,2.5469,9.3654,5.5693,7.7527,3.8249,4.3091,8.9663,0.97664,11.083
