     0.000000     0.000000     0.319169     1.092480    -0.239264     1.293685    -0.609660    -0.386647     0.728926     0.028517     1.040212     0.779424     1.127198     0.894518     1.295697     0.809377     0.849458     1.327528     0.704421     1.346476     1.244805     1.051230     0.725545     0.144869     0.475236     0.477472     0.608335     0.678020     0.288365     0.283320     1.252556     1.067134     0.959817     0.228612     0.572916     1.073588     0.986436     0.019438     1.074313     0.524625     1.018460    -0.172443     1.140463     0.487590     1.308651     1.299416     1.402092     1.347416    -0.017062     0.118970     0.925707     0.856147
     0.000000     1.111100     0.370873     1.078340    -0.203956     1.304422    -0.646405     0.186684     0.726683    -0.106547     1.046107     0.773257     1.134094     0.896109     1.299475     0.804209     0.851910     1.323338     0.706424     1.268887     1.335491     1.047583     0.731056     0.147008     0.483423     0.460008     0.594654     0.701636     0.161896     0.362968     1.258547     1.078552     0.927218     0.227471     0.596997     1.068664     0.977274    -0.008460     1.073575     0.507412     1.025548    -0.173454     1.143497     0.478260     1.310971     1.305548     1.400692     1.359677     0.015674     0.112915     0.937911     0.852525
     0.000000     2.222200     0.489433     1.072173    -0.137772     1.312017    -0.689878     0.647045     0.719447    -0.147436     1.054238     0.759390     1.157067     0.904179     1.293674     0.795119     0.859825     1.318055     0.736238     1.094702     1.475710     1.045241     0.741054     0.150649     0.519463     0.462419     0.588023     0.733923     0.259668     0.436748     1.261700     1.097842     0.927224     0.227545     0.604656     1.054602     0.957070    -0.040647     1.073806     0.471591     1.030158    -0.167921     1.145522     0.452381     1.314777     1.298446     1.398590     1.376195     0.073177     0.100200     0.958877     0.852129
     0.000000     3.333300     0.607994     1.066006    -0.071588     1.319612    -0.733350     1.107407     0.712211    -0.188326     1.062369     0.745523     1.180041     0.912249     1.287873     0.786028     0.867740     1.312772     0.766051     0.920516     1.615928     1.042900     0.751052     0.154291     0.555503     0.464829     0.581392     0.766211     0.357439     0.510527     1.264854     1.117131     0.927230     0.227618     0.612316     1.040539     0.936866    -0.072835     1.074038     0.435770     1.034769    -0.162388     1.147548     0.426503     1.318583     1.291344     1.396488     1.392713     0.130680     0.087485     0.979842     0.851732
     0.000000     4.444400     0.780976     1.061705     0.028811     1.326615    -0.785276     1.587813     0.712718    -0.198246     1.073317     0.736811     1.220295     0.933413     1.260324     0.770506     0.876041     1.309990     0.845877     0.652817     1.721984     1.078247     0.752550     0.163064     0.586992     0.490368     0.578669     0.813329     0.466699     0.593566     1.269194     1.136970     0.927555     0.236662     0.709388     1.024119     0.938977    -0.103897     1.071411     0.413891     1.028060    -0.241342     1.158661     0.394279     1.317203     1.309557     1.394023     1.420249     0.194040     0.060516     1.015034     0.851309
     0.000000     5.555600     0.974400     1.063413     0.131610     1.441219    -0.844936     2.038285     0.697129    -0.157893     1.082888     0.727145     1.276675     0.978522     1.198038     0.751144     0.891171     1.302508     0.983978     0.158961     1.851653     1.115377     0.760059     0.193725     0.623363     0.539249     0.581319     0.871516     0.502412     0.640861     1.281712     1.161837     0.938740     0.239803     0.889170     0.992758     0.972893    -0.130986     1.062292     0.407980     1.024482    -0.219956     1.175232     0.345941     1.285456     1.344577     1.393096     1.431337     0.253492     0.018980     1.079515     0.847283
     0.000000     6.666700     1.167807     1.065120     0.234399     1.555813    -0.904592     2.488716     0.681541    -0.117543     1.092459     0.717481     1.333050     1.023626     1.135757     0.731783     0.906300     1.295028     1.122066    -0.334851     1.981310     1.152503     0.767567     0.224382     0.659731     0.588125     0.583969     0.929697     0.538121     0.688152     1.294229     1.186701     0.949925     0.242943     1.068936     0.961400     1.006806    -0.158073     1.053175     0.402070     1.020905    -0.198571     1.191802     0.297608     1.253713     1.379595     1.392170     1.442424     0.312938    -0.022553     1.143989     0.843257
     0.000000     7.777800     1.429259     1.093550     0.360979     1.725758    -0.963055     2.920365     0.661957    -0.049279     1.198199     0.702384     1.418104     1.092852     0.901693     0.691749     0.951347     1.304269     1.391410    -0.016197     1.139192     1.206246     0.792177     0.322041     0.673214     0.686680     0.617576     0.990482     0.563228     0.706674     1.312437     1.210081     1.012020     0.250067     1.278317     0.821812     1.038134    -0.194037     1.040181     0.386771     0.988235    -0.164995     1.198703     0.206958     1.340782     1.426652     1.390522     1.459971     0.355380    -0.071369     1.222591     0.855554
     0.000000     8.888900     1.690710     1.121980     0.487560     1.895702    -1.021519     3.352015     0.642373     0.018986     1.303938     0.687287     1.503158     1.162078     0.667629     0.651715     0.996394     1.313511     1.660754     0.302457     0.297073     1.259988     0.816786     0.419700     0.686697     0.785234     0.651184     1.051267     0.588335     0.725196     1.330646     1.233461     1.074114     0.257190     1.487697     0.682224     1.069462    -0.230000     1.027187     0.371472     0.955564    -0.131418     1.205604     0.116308     1.427850     1.473710     1.388874     1.477518     0.397821    -0.120185     1.301193     0.867850
     0.000000    10.000000     1.926883     1.194256     0.566430     2.081130    -1.100297     3.597616     0.618346     0.100596     1.470741     0.674746     1.644790     1.317776     0.370840     0.598260     1.016425     1.343380     2.380848     0.657951    -0.625922     1.280657     0.855836     0.546555     0.709297     1.232116     1.418324     1.117299     0.597711     0.748321     1.451200     1.257880     1.174751     0.246677     1.716475     0.508706     1.106629    -0.349010     1.017030     0.363569     0.597495    -0.063331     1.170744    -0.124436     2.038653     1.547178     1.374001     1.519353     0.434365     0.298771     1.424560     0.907066
