0,0,-0.82102,-4.2549,0.57626,0.34715,-0.61368,4.6213,3.2444,5.7501,-3.0086,-6.1751,-0.7346,-2.3808,1.8969,1.2963,0.33291,0.5455,-1.2904,-2.2765,-1.0199,0.80576,0.73737,-3.6713,0.20566,-1.0142,-1.2662,2.042,-0.21732,2.6718,2.3146,3.7206,-3.4419,2.496,-0.33982,-0.056466,2.8702,-2.2879,-0.082877,0.12861,1.3637,1.0711,1.0826,2.2401,-1.6332,-0.7711,-1.212,2.5463,2.4801,3.624,1.4772,-3.2887
0,1.1111,3.7556,-0.15963,-2.9807,0.43479,0.81949,2.6213,2.9277,6.3129,0.2292,-2.2875,-2.3624,2.6265,-0.77204,-1.1557,-3.9271,5.0172,-4.7057,-3.4133,0.29105,2.6281,-3.8353,1.6399,0.83247,-1.9095,5.4785,-5.8393,-1.0466,-1.7669,1.4318,0.054675,-2.0275,-0.76423,1.3821,-1.6621,5.4029,2.3905,1.9482,2.2313,3.3804,4.4069,-5.2942,0.057904,-4.7651,-5.9427,3.0683,-2.4344,0.062168,1.4455,-1.4007,2.431
0,2.2222,5.2783,0.72788,-3.2872,4.456,-2.1928,5.5339,-1.9466,-1.2249,2.8983,1.6374,0.45888,1.5821,1.3977,-2.2077,3.4094,-0.16416,9.2158,1.3208,-2.9927,4.4579,-0.50042,5.6803,3.0903,-3.2214,4.5387,1.3156,0.84144,1.5148,3.6423,-4.2866,0.96538,0.28005,3.1522,1.5746,-2.3497,3.6412,-1.6622,-2.0345,-3.4167,-7.9709,-1.8496,2.3509,3.9355,3.0555,-5.993,-4.2268,-0.7025,3.6421,-0.75031,1.9062
0,3.3333,-0.33349,-1.9023,-3.4709,-2.7944,-3.9682,1.3802,-2.2268,6.9091,0.36897,1.9176,-4.1719,-4.1112,-6.6624,3.8926,-3.8198,-4.3946,-0.31308,4.0053,2.138,-2.1908,-4.7089,-6.8021,-4.2659,0.20175,-1.5776,-1.122,2.3869,-5.1968,-0.9995,6.6126,-1.3884,-6.0602,1.9844,-1.8106,-1.834,-2.2832,0.95027,0.2283,-4.6048,0.53461,4.4171,3.6947,-4.18,-2.8466,-2.8086,-3.0912,-0.67271,4.0347,4.3218,1.0699
0,4.4444,1.025,-1.7333,5.938,-4.3834,-0.69965,2.9312,3.0907,-0.14706,6.4632,-1.1993,2.5635,-4.612,2.487,0.75117,1.7591,-4.8687,1.8225,5.0397,-2.4475,-0.54497,1.7986,7.1997,2.7779,-4.5429,-4.585,1.1965,-2.7065,2.9581,-3.199,-1.9082,-4.1,1.2845,4.1005,-4.0597,0.83505,0.63466,1.6751,-3.7922,-5.527,4.9318,0.17727,3.8849,0.72597,-2.865,-3.6561,-1.8963,2.1357,2.445,-0.09264,-5.0224
0,5.5556,-4.6655,3.5415,-4.324,-1.4072,0.84706,-0.67594,2.8023,-0.017444,6.0123,-2.4751,0.63213,3.0471,6.4606,2.9164,4.0568,-2.3964,-6.9557,-0.89585,-4.0057,0.33482,1.5469,-3.3045,2.548,-0.78858,-1.3071,1.8578,0.30692,-0.64909,-4.2247,0.8534,-0.44526,2.0853,-1.6223,-2.2816,3.307,2.7626,-4.6699,-1.5426,-2.8394,4.4236,4.9009,0.60142,-4.202,2.6436,-2.1582,2.3994,-2.1324,-1.3737,2.6984,1.0509
0,6.6667,2.7153,4.6366,-1.5538,-2.0583,-0.36072,-0.66582,-1.7619,-0.8487,2.4027,5.1642,2.0702,6.3378,3.8062,-6.7578,1.1019,1.4261,1.3538,-2.8055,0.16834,-1.4013,2.0013,-2.6927,0.74254,3.2158,-4.4017,3.1599,1.1687,0.76097,3.1152,-2.6929,-1.5107,2.2061,-3.9991,-6.0983,2.7241,2.889,2.2553,1.6356,2.8249,1.6954,3.1129,3.2637,-3.0428,0.55248,2.0664,-2.8966,0.74189,-0.55858,7.9929,2.9946
0,7.7778,-2.4699,0.4833,6.5539,2.9461,0.27931,0.0045826,2.7139,3.7071,-0.018621,-0.020479,-3.4204,-1.0816,4.6213,2.9193,2.9125,1.591,1.3062,0.53106,0.033686,0.29019,2.8481,1.0746,3.9192,5.7124,1.3707,1.8485,1.3199,-1.4155,2.86,-1.7428,-0.68045,-0.45529,-2.6388,0.38499,-2.8211,0.48904,-0.98558,2.0831,-3.7781,-1.7152,3.606,3.7538,2.3349,4.0657,-1.0218,3.867,3.5892,2.1586,-1.1749,-0.81816
0,8.8889,5.3197,8.1758,1.651,0.28628,3.3633,7.9024,-0.96566,2.7793,3.7577,-2.3659,1.3958,4.6088,4.9347,-1.7272,3.0868,-0.60403,1.9723,-1.3673,6.8854,7.7044,4.4013,4.3916,7.7487,2.8807,4.7988,1.0143,-4.0714,1.1404,6.1224,4.7253,2.0208,-5.6468,1.5909,5.232,5.6326,-0.58454,3.8897,3.8546,-1.2416,2.8892,-0.22927,-0.39071,2.2066,1.6239,4.6204,2.7146,2.8433,4.1629,0.47977,-0.43681
0,10,3.8825,5.3169,6.3868,7.4408,5.9196,3.2646,9.7636,8.3383,8.2165,7.288,9.7773,5.5845,-0.041942,5.1359,2.6988,2.37,3.2541,6.2969,3.1012,6.2276,9.7489,8.8659,5.861,8.4615,2.0459,-0.50667,2.335,3.9459,2.4715,2.978,2.8443,7.4067,0.94387,4.6689,9.1113,7.1987,7.6491,-1.0717,6.7802,4.3705,1.3425,6.8483,5.2983,4.1544,8.4586,4.4046,0.33768,8.0662,7.2222,4.3309
